Episode,Link,Podcast,Guest(s),Host,Podcast link,Tags,Type
Tenability criteria with Gabriele Vigne,https://www.listennotes.com/podcasts/fire-science-show/introduction-J1yeZ7WPrRj/,Fire Science Show,Gabriele Vigne,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire safety engineering; tenability criteria; smoke control; fire engineering; safety features; design; building design; sustainability; visibility; smoke; engineering analysis; CFD; fire modeling; evacuation modeling; Pathfinder; human behavior; survey; fire safety protection engineering; fire safety engineers;ability; asset analysis; life safety analysis; temperature; visibility; sustainability criteria; fire safety protection; engineer; codes; smoke layer height; plume correlations; smoke concentration; mass density of smoke; smoke control system; CFD analysis; zone models; CFAST; Ozone; Branch Fire; Brisk; fire dynamic simulator; FTS; visibility; smoke layer height; temperature; radiant heat flux; toxic gases; oxygen concentration;visibility; radiation; smoke; temperature; emissivity; optical thickness; soot; visibility factor; CFD; FDS; engineers; fire safety; fire authorities; survey; research; engineering; union; authorities; radiation heat flux; beer equation; Beer-Lambert law; coefficient; mass concentration; smoke density; visibility estimation; light scattering; fire simulation; fire modeling; fire safety engineering; fire authorities; fire research; fire engineering,Pod
The (near) future of modelling with a tool developer Bryan Klein,https://www.listennotes.com/podcasts/fire-science-show/039-the-near-future-of-V4ZTjfmz8wO/,Fire Science Show,Bryan Klein,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,FHIR; FDS; PyroSim; Pathfinder; software; engineering; fire science; simulation; modeling; CFD; NIST; SmokeView; SBIR; PetroSim; Lawrence Livermore National Labs; Western Fire Center; Washington State; US; Wojciech Wigrzynski; Brian Klein; Thunderhead Engineering; ; Fireside obstruction; CAD; preprocessor; simulation; FDS; PyroSim; Vectorworks; macro; Blender; geometry; fire reactions; ANSYS; defaults; UI; ergonomics; warnings; library; reactions; audit; mesh; quality; skewness; boundaries; ambient; pitfall; rational analysis; confidence; simulation; data; analysis;meshing; reaction; mesh; FDS; simulation; load; computational; model,Pod
The future is exciting with Arnold Dix (part 2),https://www.listennotes.com/podcasts/fire-science-show/055-the-future-is-exciting-7OkYug8z9vZ/,Fire Science Show,Arnold Dix (part 2),Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire engineering; tunneling; tunneling technology; sustainability; sustainable; fire safety; National Tunneling Association; Professor Arnold Dix; Boring Company; Teslas; Hyperloops; future cities; tunneling industry; infrastructure; engineering; safety; risk assessment; artificial intelligence; incident detection; smoke extraction; ventilation systems; fire suppression systems; risk management; cash flow; resilience; infrastructure development; public investment; commercial activity; public agencies; private sector; Transurban; tunnel company;evacuation; self-evacuation; Western European approach; fire engineering; active suppression systems; tunnel environment; stratification; smoke; fire safety; critical velocity; NFPA; ventilation; confinement velocity; back layering; CFD; socio-technical systems; command over smoke; multidisciplinary fire engineers; intelligibility; emergency messages; self-rescue; tunnels; innovation; risk methods; risk assessment; fire safety engineering; optimization; Debarring Company; Elon Musk; Tesla car;tunnel; evacuation; Tesla; Elon Musk; tunnel boring machine; McDonaldization; metro; underground; ventilation; fire; smoke; ventilation system; propulsion system; navigation system; acceleration performance; braking performance; electrical system; plastics; geotechnical; engineers; scientists; robots; autopiloting; licensing; Black Mirror; Avengers; piston effect; lag coefficients; longitudinal ventilation; buoyancy; smoke ventilation,Pod
The future of evacuation modelling with Enrico Ronchi and Ruggiero Lovreglio,https://www.listennotes.com/podcasts/fire-science-show/016-the-future-of-evacuation-WO7qK3piFDd/,Fire Science Show,Enrico Ronchi and Ruggiero Lovreglio,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,evacuation modeling; human safety; performance-based design; fire safety engineering; simulation; virtual reality; augmented reality; data gathering; wildfire evacuation; tunnel exit; social interaction; decision making; modeling; egress phenomenon; fire engineering; fire science engineers; Lund University; Massey University; Italians; Ruggiero Lovreglio; Enrico Ronchi; Wojciech WigrzyÅ„ski; pineapple pizza; Polish experts; Zendiko;fire safety; virtual reality; fire evacuation; fire engineering; VR; evacuation system; fire simulation; fundamental diagrams; fire modeling; fire prevention; fire simulation; evacuation modeling; agent-based modeling; fire simulation software; fire safety engineering; fire safety system; fire risk assessment; fire safety design; fire safety testing; fire safety research; fire safety education; fire safety training; fire safety certification; fire safety standards; fire safety codes; fire safety regulations; fire safety guidelines; fire safety protocols; population demographics; disability; fire safety; accessibility; medical science; evacuation modeling; simulation; building design; population projection; data collection; data protection; ethics; privacy; research; population change; functional limitations,Pod
The number one skill to thrive as an FSE I've learnt in 1 year of podcasting,https://www.listennotes.com/podcasts/fire-science-show/053-the-number-one-skill-to-pyv4LCaucP5/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Firesize; Fire Safety; Timber; Engineered Timber; Fire Resistance; Structural Engineer; Fire Engineering; Codes and Standards; Fire Dynamics; Combustion Processes; Fire-Resistant Materials; Fire-Resistant Design; Firefighter Safety; Fire-Resistant Systems; Fire-Resistant Buildings; Fire-Resistant Construction; Fire-Resistant Materials; Fire-Resistant Design; Fire-Resistant Systems; Fire-Resistant Buildings; Fire-Resistant;fire safety; international careers; global phenomenon; codes; laws; fire engineering; fire scientist; fire engineer; risk; hazard; safety; fire; building design; compliance; regulations; standards; fire service; fire safety strategy; fire scenario; fire significance; human factor; uncertainty; probability; failure; reliability; building regulation; life loss; event; NFPA;design fire; fire engineering; fire scenarios; fire safety; fire analysis; design; engineering; safety; risk assessment; fire dynamics; fire physics; communication; stakeholders; authorities; fire safety engineering,Pod
The origins of FDS with Kevin McGrattan,https://www.listennotes.com/podcasts/fire-science-show/081-the-origins-of-fds-with-18PvQp_VlU2/,Fire Science Show,Kevin McGrattan,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Fire; Science;  Simulator; FDS; Fire Dynamics Simulator; NIST; NIC;  Engineer; Interview; Kevin McGrattan; Dr;fire; flames; space; shuttle; station; CFD; codes; algorithms; Navier-Stokes; equation; transport; equations; research; foundation; NFDA; warehouse; sprinklers; vents; draft; curtains; industrial; protection; life; safety; property; controversy; models; LES; turbulence; simulation; Magarowski; meteorology; RAND; RANS; smoke; movement; building; geometry; engineers; calculation; Mythbusters; desktop; personal; computer; science;Monte Carlo; radiation solver; combustion model; Lagrangian model; flow solver; turbulent flow; LES; mixture fraction; heat transfer; smoke explosion; CO; CO2; water vapor; fuel; oxygen; nitrogen; species; kinetics; algebra; CFD; combustion; Britney Spears; NSYNC,Pod
The Science and Art of Scale Modeling with James Quintiere,https://www.listennotes.com/podcasts/fire-science-show/103-the-science-and-art-of-w7rczqvtZfP/,Fire Science Show,James Quintiere,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,scale modeling; James Quintieri; fire safety; CFD modeling; OFR Consultants; fire engineering; fire risk consultancy; Prandtl number; Reynolds number; Nusselt number; Grashof number; dimensionless groups; physics; heat transfer; fluid mechanics; smoke control; Philip Thomas; Margaret Lowe; FDS; saltwater modeling; viscous effects; empirical modeling; large eddy simulation; building fires; smoke movement; pressurization effect; venting systems;funny geometry; dimensionless groups; CFD; scaling modeling; Froude Number; Reynolds number; Q-Star; Zukoski number; FM Global; geometry; physics; chemistry; compartment fires; fires; fluids; viscosity; momentum; gravity; buoyancy; radiation; soot production; World Trade Center; NIST; Merwin; laboratory; scale modeling; fruit number; momentum to buoyancy forces; energy release rate; gravity term; air movement; waves; ship; rocket science; fluid dynamics; Mach number; entropy; Skosky number; Q star; Froude number; fire investigators; scale modeling; compartment fires; heat transfer; convection; conduction; wall; CFD models; pyrolysis; flame spread; ignition; radiation; burning rate; pool fire; NIJ report; Cal Poly; Mark Campbell,Pod
The Society of Fire Protection Engineers with Chris Jeleniewicz,https://www.listennotes.com/podcasts/fire-science-show/101-the-society-of-fire-qUZlfXQsvdW/,Fire Science Show,Chris Jeleniewicz,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Society of Fire Protection Engineers; Chris Jeleniewicz; Fire Protection Engineering; Standard Development; Handbook Processing; SFP Foundation; Fire Engineering; Fire Safety; Fire Risk Consultancy; OFR Consultants; Fire Engineering Expertise; Fire Safety Guidance; Fire Safety Features; Fire Dynamics; Fire Safety Engineering; Fire Protection; PE Exam; Fire Protection Handbook; Fire Protection Engineering Profession; Fire Safety Certification; Fire Safety Training; Fire Risk Management; Fire Risk Assessment; Fire;fire safety engineering; SFP; NFPA; fire protection engineering; SFP Handbook; fire engineering; fire protection; engineering guides; engineering standards; education; professional development; conferences; SFPE; Europe; Asia; Africa; mass timber; symposium; performance-based engineering; European Commission; report; document; organization; network; chapters; student chapters; International Masters of Fire Safety Engineering Program; Edinburgh student chapter; London student chapter; career; handbook; education; research;partner; Springer; handbook; fire protection engineering; editors; authors; sustainability; lithium ion batteries; facade construction; fire safety engineering; fire dynamics; fire chemistry; systems; human behavior; structural fire engineering; PE exam; competency; core competencies; curriculum; textbook; ecosystem; knowledge; educational offer; fire safety; engineering; publication; review; peer review; committee; update; revision; chapter; section; outline; editor-in-chief; authors; material properties; NIST,Pod
The story of the golden era for the US fire science with James Quintiere,https://www.listennotes.com/podcasts/fire-science-show/093-the-story-of-the-golden-LaiIRhZJeY2/,Fire Science Show,James Quintiere,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Fire Research; Fire Safety; Fire Movement; NBS; NIST; James Quintieri; Professor; University of Maryland; National Institute of Standards and Technology; Experimental Fire Engineer; Fire Risk Consultancy; AFAR; OFR; Fire Safety Challenges; Fire Engineering Expertise; Fire Safety Futures; Fire Scientist; Fire Science  Fire Researcher; Fire Movement History; Fire Movement Era; Fire Science History; Fire Science Podcast Episode; Fire;insulation; trusses; steel; World Trade Center; fuel load; fire resistance; NIST; FTS; IAFSS; SFPE; IFSS; fire safety; fire research; firemen; PE conferences; CIB; ISO; fire laboratories; PhDs; fire programs; fire research funding; fire regulations; fire tests; Federal Trade Commission; Ronald Reagan; fire program at NIST; FDS; CFAST; oil spills; fire phenomena; radiant ignition; flashover; fire; flame spread; radiation; compartment fires; fire behavior; zone models; FDS; NIST; fire modeling; fire safety; fire investigations; fire spread; fire dynamics; fire simulation; combustion; Semenov ignition model; fire behavior principles; fire prevention; fire protection; fire research; fire experiments; fire modeling software; fire simulation software; fire safety regulations; fire safety codes; fire safety standards; fire safety guidelines; fire safety procedures; fire,Pod
"The sustainability talk, tunnels and fire safety with Arnold Dix (part 1)",https://www.listennotes.com/podcasts/fire-science-show/054-the-sustainability-talk-qlThfLcnVEv/,Fire Science Show,Arnold Dix (part 1),Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,tunnel; sustainability; NFPA; International Tunneling Association; tunnel engineering; sustainability goals; sustainability agenda; carbon footprint; climate crisis; underground infrastructure; transformational projects; SDGs; sustainable cities and communities; decent work and economic growth; life on the land; intergenerational; transformational infrastructure; attention to detail;sustainability; city; transport; public; politicians; engineering; tunnels; safety; fire; climate; crisis; water; sanitation; carbon; footprint; lifestyle; balance; narrative; language; goals; disaster; risk; context; wellbeing; growth; community;tunnels; dangerous goods; infrastructure; risk; safety; environment; social investment; ventilation; carbon footprint; engineering; fire engineering; operational phase; sustainability; refurbishment; optimization; creativity; management; Warsaw,Pod
Timber columns failure in the decay phase with Thomas Gernay and Jochen Zehfuss,https://www.listennotes.com/podcasts/fire-science-show/079-timber-columns-failure-scrz_loj0PS/,Fire Science Show,Thomas Gernay and Jochen Zehfuss,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,timber; column collapse; structural performance; heat transfer; material properties; thermal lag; delayed failure; post-fire failure; ISO curve; fire resistance; concrete elements; steel elements; moisture transfer; thermal wave; mechanical properties; timber elements; PhD; material model; natural fires; cooling phase; burnout resistance; numerical modeling; structural members; fire engineering; fire design; fire safety; fire risk assessment; fire safety engineering; structural fire engineering; timber buildings;timber; structures; fire; behavior; failure; heating; cooling; testing; experiments; research; quantification; structural elements; decay phase; ISO 834; Eurocode; parametric fire model; burnout resistance; glulam columns; utilization factor; load; compression; tension; finite element models; heating phase; cooling phase; temperature; time curve; furnace; heat flux; exposure; threshold; failure; survivability; burnout;fire; timber; finite element models; Eurocode; ISO; exposure; mechanical; thermal; properties; concrete; char; oxidation; combustion; smoldering; pyrolysis; dehydration; thermal diffusivity; burnout resistance; firefighters; compartment; isotherm; charring; char rate; cooling phase; heating phase; DHP; duration of heating phase,Pod
Travelling fires with Guillermo Rein,https://www.listennotes.com/podcasts/fire-science-show/027-travelling-fires-with-c96GjuhPxQE/,Fire Science Show,Guillermo Rein,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website, Fire; Fires; Fire Engineering; Structural Fire Engineering; Traveling Fires; Compartment Fire Dynamics; Fire Theory; Flashover; World Trade Center; Firefighters; Structural Engineers; Edinburgh University; Imperial College London; Professor Guillermo Reyn; Podcasting; Online Support; Donations; Hosting; Mastering; Editing Software; Buy Me Coffee; Fire Science Show Session; Fire Science  Fire Safety; Fire Protection; Fire Science Research; Fire Science;Structural engineers; heat transfer; fire dynamics; traveling fires; structural response; flashover fires; Waltry Center; litigation; research topic; fire movement; steel; concrete; timber; Eurocode; compartment; ventilation conditions; heat transfer; PMMA slabs; open spaces; fire laboratories; fire spread; forest fire experts; fire people; leading edge; trailing edge; fuel load; flammability properties; fire size; fire velocity;Navier-Stokes equations; Arrhenius equations; Fourier's law; Stefan Bonsman's law; fire spreads; fire resistance; Eurocode; ISO; British standard; Society of Fire Protection Engineers; computational scientists; engineers; structural engineers; heat transfer; flashover; heat release rate; McCaffrey-Quintier-Harkload correlation; post-flashover fire; fire dynamics; single zone models; fire resistance concepts; traveling fires; standards,Pod
Turning podcast professional and the outcomes of the listener experience survey,https://www.listennotes.com/podcasts/fire-science-show/qa2-turning-podcast-cRul68t2psr/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,OFR Consultants; fire safety; fire engineering; advertising; community funded; paywall; sponsorship; brand deal; ITB; podcast production; outsourcing; editing; operating procedures; long life; CPD; team development; engineers;professionalization;   content; creative freedom; partnerships; sponsorship; science; research; marketing; industry; environment; community; social media; LinkedIn; word of mouth; audience; survey; transcription; accessibility; episodes; length; split; format; chapter markers; chapters; podcasting; production; licensing; Creative Commons; copyright; ownership; burden; financial; collaboration; external editors; gatekeeper; research; fire safety; engineers; education; communication; recommendations; experiment; episode; content; audience; feedback; survey; physics; video; podcasting; short-form content; long-form content; blog posts; chapter markers; fire safety engineers; wildbuilt environment; runehammer tunnel fire; fire engineering; iTunes; physics  conference series; SFPE Europe; Berlin; wildfire scientists; living fuels; YouTube; academia; video component; professionalization; resources; time; chatGPT; AI technology; automated,Pod
Uncertainty in fire measurements with David Morrisset,https://www.listennotes.com/podcasts/fire-science-show/142-uncertainty-in-fire-lLsg2XDkICz/,Fire Science Show,David Morrisset,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire engineering; uncertainty; measurements; PhD; University of Edinburgh; fire safety; design fire; fire experiment; upholstered furniture; PMMA; cone calorimetry; ISO standard; ACM standard; biomedical research; sample size; statistical variation; statistical uncertainty; confidence intervals; mean; fire modeling; fire risk consultancy; OFR Consultants; fire risk; fire safety solutions; fire safety engineering; fire risk assessment; fire safety management; fire safety research; fire safety engineering; fire safety;PMMA; cone calorimeter; data points; heat flux; heat release rate; mass loss rate; time to ignition; uncertainty; statistical variation; confidence interval; scatterplot; histograms; engineering design; parameters; thermal inertia; timber; master's thesis; Jacob David; Cal Poly; optimization; marginal gain; certainty; law of diminishing returns; resources; experimental configuration; scenarios; variation; artificial measures; heat release rate; mass loss rate; process; uncertainty; property; material;heat; release; rate; combustion; efficiency; uncertainty; variability; ignition; time-to-ignition; fuel; package; calorimeter; upholstered; chair; NIST; calorimetry; database; design; fire; transient; behavior; complexity; pyrolysis; gases; heat-of-combustion; flame; spreading; pyrolysis-gas; heat-release-curve; spaghetti-plot; scatter-plot; time-basis; average; input-curve,Pod
Understanding mesh sensitivity and model uncertainties with Jason Floyd,https://www.listennotes.com/podcasts/fire-science-show/065-understanding-mesh-6KnAJxSgcpd/,Fire Science Show,Jason Floyd,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,CFD; Invitational Fluid Dynamics Modeling; Fire Dynamic Simulator; FDS; fire engineers; fire industry; fire modeling; fire experiments; fire safety research; fire safety institute; Jason Floyd; fire engineering; fire dynamics; numerical modeling; mesh resolution; accuracy; simulation; uncertainty; measurements; experiments; pyrolysis; heat transfer; grid convergence; computational fluid dynamics; engineering problems; compartment fires; fire safety; fire research;entrainment; plumes; velocity flows; mesh; grid cells; flow; pressure drop; boundary layer; turbulence; subgrid scale modeling; LES; FDS; JetFans; ventilation systems; car parks; CFD; DNS; SDLS; VLAS; SVLAS; mass advection; heat transfer; grid size; turbulence models; D-star criterion; plume entrainment; layer development;mesh; grid; FDS; fire; radiation; plume; physics; pyrolysis; model; uncertainty; validation; sensitivity; grid study; resolution; turbulence; combustion; fuels; simulation; scale; experiment; CFD; compartment; ignition; burning; rate; fire growth; heat release; rate; heat; release; rate; heat; release; rate; heat; release; rate; heat; release; rate; heat; release; rate; heat; release; rate,Pod
Unsafe environment of post fire scenes with Gavin Horn,https://www.listennotes.com/podcasts/fire-science-show/042-unsafe-environment-of-2IngOwtGrWa/,Fire Science Show,Gavin Horn,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire safety; fire investigator; firefighter; UL FSRI; fire research; fire laboratory; fire safety engineering; fire products; fire exposure; carcinogenic exposures; occupational exposures; firefighting; fire scene; fire investigator; fire protection; fire risk; fire hazard; fire prevention; fire emergency; fire rescue; fire suppression; fire extinguishing; fire fighting; fire prevention; fire protection; fire safety; fire emergency; fire rescue; fire suppression; fire extinguishing; fire fighting; fire prevention;polycyclic aromatic hydrocarbons; PAHs; benzene; toluene; ethylbenzene; xylene; styrene; carcinogens; International Agency for Research on Cancer; IARC; aldehydes; formaldehyde; occupational exposure limits; VOCs; BTEX; fire safety engineers; industrial hygienists; NIOSH; PFAS; poly and perfluoroalkyl substances; firefighting; fire investigation; flame retardants; group;fire; overhaul; scene; hot scene A; hot scene B; benzene; naphthalene; aldehydes; formaldehyde; particulate; firefighting; personal protective equipment; ventilation; hydraulic ventilation; VOC; PAH; chemical compounds; exposure limits; thermal threat; fire patterns; investigator; suppression; fire patterns; thermal damage; fire suppression; fire investigation; fire damage; firefighting activities; drywall; air; structure; systems; demolition; refurbishment; fire suppression,Pod
Update on the (near) future of fire engineers toolbox with Bryan Klein,https://www.listennotes.com/podcasts/fire-science-show/115-update-on-the-near-odAKahpYGR6/,Fire Science Show,Bryan Klein,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,Fire modeling; AI chatGPT; GPU-based solver; FDS; Ventus; Contem; OFR Consultants; Fire safety; Fire engineering; Fire risk consultancy; National Gallery; National History Museum; National Portrait Gallery; Printworks building; Canada Water; Birmingham; London; Antarctic; Atacama Desert; Africa; Wojciech WigrzyÅ„ski; Brian Klein; Thunderhead Engineering; Quantum software; Building and Energy Environment Division; Node network solver; Ventus; Contem; Pathfinder; FDS; Fentas; NIST; PyroSim; HVAC; MEP; fire protection engineering; software development; software-as-a-service; Autodesk; FFAST; GitLab; GitHub; CFAST;FDS; FTS; ANSYS; Python; PID controller; UL Fire Research Institute; smart smoke control system; pressure difference; static pressure; stack effect; wind; temperature difference; boundary conditions; initial conditions; ramp values; control Boolean true-false states; external files; time steps; Pathfinder; Contem; FHIR modeling; CSV; issue tracker; Jason Floyd; Jordan Harbinger; chatGPT; large language processing models; AI revolution,Pod
Ventilation and fire flow paths with Craig Weinschenk,https://www.listennotes.com/podcasts/fire-science-show/114-ventilation-and-fire-v_ysh3juUVN/,Fire Science Show,Craig Weinschenk,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,fire; science;  safety; research; institute; ventilation; experiments; fire safety; FSRI; Craig Veshing; OFR Consultants; fire risk consultancy; fire engineering; fire safety features; smoke flows; smoke control; compartment settings; flow phenomena; wind effects; stack effect; e-scooters; e-bikes; fire targets; fire sources; fire service; fire environment; fire growth; CFD simulations; zone models; fire; windows; structure; fire department; emergency; design; rescue; HVAC; flow path; door; ventilation; oxygen; smoke; fire dynamics; fire safety; building code; standards; research institute; experiments; fire service; public safety; fire response; compartmentalized setting; fire spread; ignition fuel; post-flashover fire; flashover; low pressure; high pressure; fire suppression; fire extinguisher; smoke layer; fire simulation; fire modeling; fire dynamics simulation; fire;oxygen; flame; carpets; fire; support; suppression; smoke; toxic; gases; battery; post-flash; underventilation; compartmentation; acceleration; velocity; fire scene; foam; polyester; polyurethane; e-scooter; jet flame; overpressure; drywall; passive fire protection; flow path; ventilation; heat transfer; convective; energy; delta T; wind; engine; equation; design fire; bedroom; armchair; mattress; flashover; corridor,Pod
Visibility Prediction Framework with Lukas Arnold,https://www.listennotes.com/podcasts/fire-science-show/030-visibility-prediction-_tkefrCaD5K/,Fire Science Show,Lukas Arnold,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,FHIR; Science;  Session; Grant; Visibility; Smoke; Modeling; Fire; Science; Engineering; NCN; DFG; Polish; German; Funding; Agencies; ITB; Ulish; Summer; School; FDS; Open; Source; Repository; Postdocs; Computational; Fire; Modeling; Ulish; Summer; School; FDS; Open; Source; Repository; Postdocs; Computational; Fire; Modeling; Ulish; Summer; School; FDS; soot yield; smoke extinction coefficient; particle distribution; shape distribution; optical properties; light absorption; visibility; smoke concentration; CFD; two-zone model; single zone model; Lambert's beer correlation; wavelength sensitivity; multi-wavelength densitometers; tomographic LED reconstruction; scattering; forward scattering; particle size distribution; LED spectra; laser; broad spectrum; ratios; ratios of different wavelengths; particle distribution; visibility prediction framework; VPF;VPF; visibility; smoke; experimental research; ITB; Lucas; software development; computational modeling; perception; shapes; smoke layers; chamber; light absorption; contrast; light-reflecting signs; light-emitting signs; constants; equations; smoke properties; digital cameras; digital imaging; screens; mirrors; experimental data; reproducibility; CFD codes; particle representation; image rendering; sign visibility; human perception; evacuation signs; smoke obscuration; intrinsic parameters; environment,Pod
Visualization in fires with Matt Hoehler,https://www.listennotes.com/podcasts/fire-science-show/107-visualization-in-fires-q6UFVcGNtZb/,Fire Science Show,Matt Hoehler,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,observation; camera; visualization; flames; fire; recording; structural elements; building elements; fire compartments; imaging; measurement; digital image correlation; deformation; strain; photography; fire engineering; research; NIST; OFR Consultants; visualization; video recording; 360 videos; water protection; fire picture competition; structural engineering;fire; video; flame; heat; release; rate; flame; value; measurement; science; imaging; data; multispectral; imaging; audio; signals; frequency; analysis; LED; thermography; CLTs; camera; smoke; density; scattering; rate; wavelength; light; intensity; pattern; targets; structured; patterns; digital; image; correlation; triangulation; lasers; distance; measurement; 405; nanometers; blue; lasers; steel; glass; manufacturing;lasers; cross-laminated timber; cameras; water; polycarbonate; sacrificial layer; GoPros; fire; infrared; carbon; radiant energy; light; astrophotography; silicon chip; bandwidth filter; noise; photons; imaging detectors; DSLR cameras; quantum efficiency; sensor; temperature; sensitivity; quantum jumps; decay phase; drywall; cracking; blue light illumination; image processing; AI-based image processing; iPhone; camera manufacturers; processing; convenience; scenery; light,Pod
What burns inside a battery with Francesco Restuccia,https://www.listennotes.com/podcasts/fire-science-show/049-what-burns-inside-a-W8mH3keJ7Pv/,Fire Science Show,Francesco Restuccia,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,battery fires; lithium ion battery; battery systems; electric vehicles; energy storage; battery chemistry; anode; cathode; electrolyte; additive; cell impedance; dual heating; electrical energy; graphite core; metal encasing; black substance; jelly rolls; jelly roll battery; mechanical failure; short circuit; separator membrane; self-heating; battery technology; battery materials; battery safety; battery research; battery investigation; battery design; battery performance; battery testing; battery development; battery manufacturing; battery;heat; battery; electrolyte; energy; electricity; impedance; internal impedance; resistance; superconductor; film; manufacturing; industry; process; efficiency; materials; chemistry; self-heating; combustion; exothermic reactions; temperature; thermal runaway; SEI layer; intercalated lithium; negative electrode; electrolyte decomposition; lithium-ion batteries; charging; discharging; short circuits; mechanical failure; film industry; Kodak films; film making; battery manufacturing process; battery testing;battery; energy; electrolyte; temperature; state of charge; self-discharge; heat; charge level; chemistry; materials; safety; risk; management; system; cells; discharge; charging; chemistry level; chemistry modification; macro level; pool fires; heat release rate; ceramics; additives; oxidation; hydrochloric; hydrofluoric; carbohydrates; cathode; anode; battery management system; detection; suppression; separation; threshold point; cascade of events; magic; patent; confidential,Pod
Where is the challenge with tunnel smoke control with Wojciech,https://www.listennotes.com/podcasts/fire-science-show/126-where-is-the-challenge-jXt-CIrEmUT/,Fire Science Show,,Wojciech Wegrzynski,https://www.firescienceshow.com/?utm_source=listennotes.com&utm_campaign=Listen+Notes&utm_medium=website,smoke control; tunnel ventilation; fire engineering; OFR Consultants; fire safety; road tunnel; ventilation system design; critical velocity; fire research; graduate application scheme; fire engineering expertise; tunnel design; evacuation; life safety system; fire safety challenges; tunnel engineers;design; fire; system; size; tunnel; ventilation; critical velocity; smoke; momentum; fluid dynamics; Reynolds number; NFPA 502; confinement velocity; back layering; smoke control; evacuation; escape; firefighting; fire growth; air penetration; fuel; porous; spread; neighboring vehicles; bludge; cooling; temperature; heat transfer; velocity; product; forces; acting; risk analysis; peer-reviewed science; literature; data; value; experiment; Germany; Poland; tanker;smoke control; air changes; flow; velocity; resistance; tunnel; fire; chimney; piston; wind; traffic; evacuation; ventilation; Darcy-Weissbach equation; simulation; initial conditions; PhD; research; design criteria; Pascal Award; Warsaw Ring Tunnel,Pod
